colour	x	y	group	showSelectedlegendcolour
#66C2A5	88	0.199819012311267	1	train
#66C2A5	89	0.199818422953406	1	train
#66C2A5	90	0.199817896071757	1	train
#66C2A5	91	0.199817424943617	1	train
#66C2A5	92	0.199817003581217	1	train
#66C2A5	93	0.199816626650064	1	train
#66C2A5	94	0.199816289396501	1	train
#66C2A5	95	0.199815987583431	1	train
#66C2A5	96	0.199815717433271	1	train
#66C2A5	97	0.19981547557731	1	train
#66C2A5	98	0.199815259010736	1	train
#66C2A5	99	0.199815065052696	1	train
#66C2A5	100	0.199814891310806	1	train
#FC8D62	1	0.587798615116241	2	validation
#FC8D62	2	0.563683371022659	2	validation
#FC8D62	3	0.542084975598785	2	validation
#FC8D62	4	0.52271954662262	2	validation
#FC8D62	5	0.505336676036616	2	validation
#FC8D62	6	0.489715384679035	2	validation
#FC8D62	7	0.475660572695846	2	validation
#FC8D62	8	0.462999904394131	2	validation
#FC8D62	9	0.4515810739032	2	validation
#FC8D62	10	0.441269404667001	2	validation
#FC8D62	11	0.431945741619522	2	validation
#FC8D62	12	0.423504599997104	2	validation
#FC8D62	13	0.415852539208742	2	validation
#FC8D62	14	0.408906734096648	2	validation
#FC8D62	15	0.402593719344073	2	validation
#FC8D62	16	0.396848285786314	2	validation
#FC8D62	17	0.391612510007021	2	validation
#FC8D62	18	0.38683490090187	2	validation
#FC8D62	19	0.382469648906083	2	validation
#FC8D62	20	0.378475965346654	2	validation
#FC8D62	21	0.374817500925666	2	validation
#FC8D62	22	0.37146183369504	2	validation
#FC8D62	23	0.368380018069203	2	validation
#FC8D62	24	0.36554618746145	2	validation
#FC8D62	25	0.362937204040444	2	validation
#FC8D62	26	0.360532349901306	2	validation
#FC8D62	27	0.35831305464514	2	validation
#FC8D62	28	0.35626265497387	2	validation
#FC8D62	29	0.35436618244454	2	validation
#FC8D62	30	0.352610175998368	2	validation
#FC8D62	31	0.350982516292783	2	validation
#FC8D62	32	0.349472279226875	2	validation
#FC8D62	33	0.348069606368234	2	validation
#FC8D62	34	0.346765590267737	2	validation
#FC8D62	35	0.345552172893127	2	validation
#FC8D62	36	0.34442205562664	2	validation
#FC8D62	37	0.343368619459954	2	validation
#FC8D62	38	0.342385854184816	2	validation
#FC8D62	39	0.341468295522538	2	validation
#FC8D62	40	0.340610969262726	2	validation
#FC8D62	41	0.339809341593223	2	validation
#FC8D62	42	0.339059274901298	2	validation
#FC8D62	43	0.338356988412193	2	validation
#FC8D62	44	0.337699023106774	2	validation
#FC8D62	45	0.337082210426501	2	validation
#FC8D62	46	0.336503644332278	2	validation
#FC8D62	47	0.335960656335132	2	validation
#FC8D62	48	0.33545079316174	2	validation
#FC8D62	49	0.334971796757545	2	validation
#FC8D62	50	0.334521586365074	2	validation
#FC8D62	51	0.334098242445803	2	validation
#FC8D62	52	0.333699992240927	2	validation
#FC8D62	53	0.333325196790178	2	validation
#FC8D62	54	0.332972339248797	2	validation
#FC8D62	55	0.332640014361205	2	validation
#FC8D62	56	0.332326918966167	2	validation
#FC8D62	57	0.332031843422602	2	validation
#FC8D62	58	0.331753663857785	2	validation
#FC8D62	59	0.331491335150865	2	validation
#FC8D62	60	0.331243884574434	2	validation
#FC8D62	61	0.331010406025555	2	validation
#FC8D62	62	0.330790054785354	2	validation
#FC8D62	63	0.330582042753008	2	validation
#FC8D62	64	0.330385634105964	2	validation
#FC8D62	65	0.330200141343528	2	validation
#FC8D62	66	0.330024921675623	2	validation
#FC8D62	67	0.329859373722651	2	validation
#FC8D62	68	0.329702934496105	2	validation
#FC8D62	69	0.329555076632766	2	validation
#FC8D62	70	0.329415305858262	2	validation
#FC8D62	71	0.329283158658278	2	validation
#FC8D62	72	0.329158200137995	2	validation
#FC8D62	73	0.329040022052357	2	validation
#FC8D62	74	0.328928240991539	2	validation
#FC8D62	75	0.328822496707592	2	validation
#FC8D62	76	0.328722450569665	2	validation
#FC8D62	77	0.328627784136455	2	validation
#FC8D62	78	0.328538197835662	2	validation
#FC8D62	79	0.328453409741254	2	validation
#FC8D62	80	0.328373154440196	2	validation
#FC8D62	81	0.328297181981159	2	validation
#FC8D62	82	0.328225256898382	2	validation
#FC8D62	83	0.328157157304551	2	validation
#FC8D62	84	0.32809267404709	2	validation
#FC8D62	85	0.32803160992282	2	validation
#FC8D62	86	0.327973778946351	2	validation
#FC8D62	87	0.327919005668047	2	validation
#FC8D62	88	0.327867124537723	2	validation
#FC8D62	89	0.327817979310604	2	validation
#FC8D62	90	0.327771422492367	2	validation
#FC8D62	91	0.32772731482036	2	validation
#FC8D62	92	0.327685524778347	2	validation
#FC8D62	93	0.327645928142333	2	validation
#FC8D62	94	0.327608407555249	2	validation
#FC8D62	95	0.327572852128441	2	validation
#FC8D62	96	0.32753915706808	2	validation
#FC8D62	97	0.327507223324764	2	validation
#FC8D62	98	0.327476957264719	2	validation
#FC8D62	99	0.327448270361115	2	validation
#FC8D62	100	0.327421078904154	2	validation
